26-Mar-2019,,,,,,,,,,,
iShares U.S. Pharmaceuticals ETF,,,,,,,,,,,
Inception Date,"May 01, 2006",,,,,,,,,,
Fund Holdings as of,"Mar 26, 2019",,,,,,,,,,
Total Net Assets,"$383,522,902.38",,,,,,,,,,
Number of Securities (excluding cash and derivatives),44.00,,,,,,,,,,
Share,"2,500,000.00",,,,,,,,,,
,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
ENDP,ENDO INTERNATIONAL PLC,Equity,0.68,8.21,"318,130.00","2,611,847.30","2,611,847.30",Health Care,BJ3V905,IE00BJ3V9050,NASDAQ
RETA,REATA PHARMACEUTICALS INC CLASS A,Equity,0.67,87.97,"29,397.00","2,586,054.09","2,586,054.09",Health Care,BYY9FX8,US75615P1030,NASDAQ
PCRX,PACIRA PHARMACEUTICALS INC,Equity,0.66,38.49,"65,484.00","2,520,479.16","2,520,479.16",Health Care,B3X26D8,US6951271005,NASDAQ
PBH,PRESTIGE CONSUMER HEALTHCARE INC,Equity,0.62,28.87,"82,494.00","2,381,601.78","2,381,601.78",Health Care,B0650P3,US74112D1019,New York Stock Exchange Inc.
CBAY,CYMABAY THERAPEUTICS INC,Equity,0.59,12.50,"179,645.00","2,245,562.50","2,245,562.50",Health Care,BJ3WDH3,US23257D1037,NASDAQ
MDGL,MADRIGAL PHARMACEUTICALS INC,Equity,0.56,135.62,"15,728.00","2,133,031.36","2,133,031.36",Health Care,BD59BS7,US5588681057,NASDAQ
TXMD,THERAPEUTICSMD INC,Equity,0.52,4.93,"403,434.00","1,988,929.62","1,988,929.62",Health Care,B6WXT12,US88338N1072,NASDAQ
CORT,CORCEPT THERAPEUTICS INC,Equity,0.49,11.27,"166,533.00","1,876,826.91","1,876,826.91",Health Care,B00SCY1,US2183521028,NASDAQ
OMER,OMEROS CORP,Equity,0.48,17.27,"107,012.00","1,848,097.24","1,848,097.24",Health Care,B4NB858,US6821431029,NASDAQ
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Equity,0.47,14.36,"126,553.00","1,817,301.08","1,817,301.08",Health Care,BFNF1D6,US03168L1052,New York Stock Exchange Inc.
XENT,INTERSECT ENT INC,Equity,0.45,30.73,"56,531.00","1,737,197.63","1,737,197.63",Health Care,BP7RS48,US46071F1030,NASDAQ
SPPI,SPECTRUM PHARMACEUTICALS INC,Equity,0.45,10.23,"168,287.00","1,721,576.01","1,721,576.01",Health Care,2982924,US84763A1088,NASDAQ
XTSLA,BLK CSH FND TREASURY SL AGENCY,Money Market,0.42,1.00,"1,627,911.00","1,627,911.12","1,627,911.12",Cash and/or Derivatives,--,US0669224778,--
TBPH,THERAVANCE BIOPHARMA INC,Equity,0.42,22.96,"70,172.00","1,611,149.12","1,611,149.12",Health Care,BMNDK09,KYG8807B1068,NASDAQ
INVA,INNOVIVA INC,Equity,0.41,14.05,"111,817.00","1,571,028.85","1,571,028.85",Health Care,BDDXF67,US45781M1018,NASDAQ
AMPH,AMPHASTAR PHARMACEUTICALS INC,Equity,0.41,20.54,"75,831.00","1,557,568.74","1,557,568.74",Health Care,BNFWZS4,US03209R1032,NASDAQ
VNDA,VANDA PHARMACEUTICALS INC,Equity,0.40,18.16,"83,975.00","1,524,986.00","1,524,986.00",Health Care,B12W3P6,US9216591084,NASDAQ
DERM,DERMIRA INC,Equity,0.40,13.63,"111,751.00","1,523,166.13","1,523,166.13",Health Care,BQZJ3G0,US24983L1044,NASDAQ
PAHC,PHIBRO ANIMAL HEALTH CORP CLASS A,Equity,0.39,31.65,"46,938.00","1,485,587.70","1,485,587.70",Health Care,BL95N25,US71742Q1067,NASDAQ
WVE,WAVE LIFE SCIENCES LTD,Equity,0.39,39.63,"37,304.00","1,478,357.52","1,478,357.52",Health Care,BYZG9R0,SG9999014716,NASDAQ
RVNC,REVANCE THERAPEUTICS INC,Equity,0.35,15.64,"85,143.00","1,331,636.52","1,331,636.52",Health Care,BJFSR99,US7613301099,NASDAQ
ITCI,INTRA CELLULAR THERAPIES INC,Equity,0.33,11.94,"104,464.00","1,247,300.16","1,247,300.16",Health Care,BHCB0P4,US46116X1019,NASDAQ
ASRT,ASSERTIO THERAPEUTICS INC,Equity,0.30,4.57,"247,721.00","1,132,084.97","1,132,084.97",Health Care,BG85PC5,US04545L1070,NASDAQ
AMAG,AMAG PHARMACEUTICALS INC,Equity,0.28,12.44,"85,215.00","1,060,074.60","1,060,074.60",Health Care,2008121,US00163U1060,NASDAQ
AKRX,AKORN INC,Equity,0.25,3.31,"289,441.00","958,049.71","958,049.71",Health Care,2012100,US0097281069,NASDAQ
USD,USD CASH,Cash,-0.30,100.00,"-1,142,594.00","-1,142,594.29","-1,142,594.29",Cash and/or Derivatives,--,--,--
