26-mar-2019,,,,,,,,,,,
iShares Nasdaq Biotechnology ETF,,,,,,,,,,,
Inception Date,05 feb 2001,,,,,,,,,,
Fund Holdings as of,26 mar 2019,,,,,,,,,,
Total Net Assets,"USD 8.156.700.530,93",,,,,,,,,,
Number of Securities,"222,00",,,,,,,,,,
Share,"73.950.000,00",,,,,,,,,,
,,,,,,,,,,,
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Intercambio
EXEL,EXELIXIS INC,Equity,0.93,23.60,"3,229,125.00","76,207,350.00","76,207,350.00",Cuidado de la Salud,2576941,US30161Q1040,NASDAQ
PRAH,PRA HEALTH SCIENCES INC,Equity,0.93,108.02,"705,064.00","76,161,013.28","76,161,013.28",Cuidado de la Salud,BSHZ3V5,US69354M1080,NASDAQ
AMRN,AMARIN ADR REPRESENTING PLC,Equity,0.74,17.53,"3,470,114.00","60,831,098.42","60,831,098.42",Cuidado de la Salud,2301938,US0231112063,NASDAQ
NKTR,NEKTAR THERAPEUTICS,Equity,0.74,32.32,"1,862,231.00","60,187,305.92","60,187,305.92",Cuidado de la Salud,2454445,US6402681083,NASDAQ
ALKS,ALKERMES,Equity,0.71,34.38,"1,678,857.00","57,719,103.66","57,719,103.66",Cuidado de la Salud,B3P6D26,IE00B56GVS15,NASDAQ
SYNH,SYNEOS HEALTH INC CLASS A,Equity,0.69,50.50,"1,111,639.00","56,137,769.50","56,137,769.50",Cuidado de la Salud,BFMZ4V6,US87166B1026,NASDAQ
UTHR,UNITED THERAPEUTICS CORP,Equity,0.68,118.07,"470,425.00","55,543,079.75","55,543,079.75",Cuidado de la Salud,2430412,US91307C1027,NASDAQ
ARRY,ARRAY BIOPHARMA INC,Equity,0.68,23.57,"2,347,812.00","55,337,928.84","55,337,928.84",Cuidado de la Salud,2678654,US04269X1054,NASDAQ
GWPH,GW PHARMACEUTICALS ADR REPRESENTIN,Equity,0.64,166.96,"312,106.00","52,109,217.76","52,109,217.76",Cuidado de la Salud,B94RPL5,US36197T1034,NASDAQ
ASND,ASCENDIS PHARMA ADR REPRESENTING,Equity,0.63,118.72,"433,418.00","51,455,384.96","51,455,384.96",Cuidado de la Salud,BV9G6B8,US04351P1012,NASDAQ
BGNE,BEIGENE ADR REPRESENTING LTD,Equity,0.63,122.82,"416,678.00","51,176,391.96","51,176,391.96",Cuidado de la Salud,BYYWPW6,US07725L1026,NASDAQ
FGEN,FIBROGEN INC,Equity,0.61,54.44,"920,588.00","50,116,810.72","50,116,810.72",Cuidado de la Salud,BSDRYR8,US31572Q8087,NASDAQ
HZNP,HORIZON PHARMA PLC,Equity,0.60,26.68,"1,824,959.00","48,689,906.12","48,689,906.12",Cuidado de la Salud,BQPVQZ6,IE00BQPVQZ61,NASDAQ
NVCR,NOVOCURE LTD,Equity,0.59,47.16,"1,022,068.00","48,200,726.88","48,200,726.88",Cuidado de la Salud,BYSS4X4,JE00BYSS4X48,NASDAQ
ONCE,SPARK THERAPEUTICS INC,Equity,0.57,113.72,"408,437.00","46,447,455.64","46,447,455.64",Cuidado de la Salud,BVGCLQ9,US84652J1034,NASDAQ
ACAD,ACADIA PHARMACEUTICALS INC,Equity,0.51,26.95,"1,548,057.00","41,720,136.15","41,720,136.15",Cuidado de la Salud,2713317,US0042251084,NASDAQ
RARE,ULTRAGENYX PHARMACEUTICAL INC,Equity,0.51,68.47,"606,324.00","41,515,004.28","41,515,004.28",Cuidado de la Salud,BJ62Z18,US90400D1081,NASDAQ
AGIO,AGIOS PHARMACEUTICALS INC,Equity,0.51,65.93,"628,277.00","41,422,302.61","41,422,302.61",Cuidado de la Salud,BCBVTX1,US00847X1046,NASDAQ
BPMC,BLUEPRINT MEDICINES CORP,Equity,0.47,81.04,"474,461.00","38,450,319.44","38,450,319.44",Cuidado de la Salud,BWY52P3,US09627Y1091,NASDAQ
CBPO,CHINA BIOLOGIC PRODUCTS HOLDINGS I,Equity,0.46,87.99,"423,494.00","37,263,237.06","37,263,237.06",Cuidado de la Salud,BF0G7L2,KYG215151047,NASDAQ
IMMU,IMMUNOMEDICS INC,Equity,0.46,18.10,"2,054,556.00","37,187,463.60","37,187,463.60",Cuidado de la Salud,2457961,US4529071080,NASDAQ
ICPT,INTERCEPT PHARMACEUTICALS INC,Equity,0.43,111.35,"319,044.00","35,525,549.40","35,525,549.40",Cuidado de la Salud,B7N59F8,US45845P1084,NASDAQ
FOLD,AMICUS THERAPEUTICS INC,Equity,0.40,13.48,"2,407,156.00","32,448,462.88","32,448,462.88",Cuidado de la Salud,B19FQ48,US03152W1099,NASDAQ
GBT,GLOBAL BLOOD THERAPEUTICS INC,Equity,0.39,52.44,"606,003.00","31,778,797.32","31,778,797.32",Cuidado de la Salud,BZ05388,US37890U1088,NASDAQ
MRTX,MIRATI THERAPEUTICS INC,Equity,0.37,78.95,"379,463.00","29,958,603.85","29,958,603.85",Cuidado de la Salud,BBPK0J0,US60468T1051,NASDAQ
ARGX,ARGENX SE ADR,Equity,0.35,127.19,"224,126.00","28,506,585.94","28,506,585.94",Cuidado de la Salud,BDVLM39,US04016X1019,NASDAQ
GHDX,GENOMIC HEALTH INC,Equity,0.35,71.70,"397,057.00","28,468,986.90","28,468,986.90",Cuidado de la Salud,B0J2NP2,US37244C1018,NASDAQ
GRFS,GRIFOLS ADR REPRESENTING ONE NON-V,Equity,0.35,19.08,"1,479,246.00","28,224,013.68","28,224,013.68",Cuidado de la Salud,B8K7T65,US3984384087,NASDAQ
AKCA,AKCEA THERAPEUTICS INC,Equity,0.33,28.32,"960,340.00","27,196,828.80","27,196,828.80",Cuidado de la Salud,BF47GP8,US00972L1070,NASDAQ
LGND,LIGAND PHARMACEUTICALS INC,Equity,0.33,123.14,"219,980.00","27,088,337.20","27,088,337.20",Cuidado de la Salud,2501578,US53220K5048,NASDAQ
MYGN,MYRIAD GENETICS INC,Equity,0.33,34.22,"788,325.00","26,976,481.50","26,976,481.50",Cuidado de la Salud,2614153,US62855J1043,NASDAQ
XLRN,ACCELERON PHARMA INC,Equity,0.31,45.39,"556,156.00","25,243,920.84","25,243,920.84",Cuidado de la Salud,BDGTXQ8,US00434H1086,NASDAQ
HALO,HALOZYME THERAPEUTICS INC,Equity,0.30,15.84,"1,560,438.00","24,717,337.92","24,717,337.92",Cuidado de la Salud,2975098,US40637H1095,NASDAQ
ZGNX,ZOGENIX INC,Equity,0.30,54.30,"454,241.00","24,665,286.30","24,665,286.30",Cuidado de la Salud,BYTJZL1,US98978L2043,NASDAQ
QURE,UNIQURE NV,Equity,0.30,59.88,"404,819.00","24,240,561.72","24,240,561.72",Cuidado de la Salud,BJFSR88,NL0010696654,NASDAQ
ARNA,ARENA PHARMACEUTICALS INC,Equity,0.29,45.05,"532,168.00","23,974,168.40","23,974,168.40",Cuidado de la Salud,BF3N4P3,US0400476075,NASDAQ
PTLA,PORTOLA PHARMACEUTICALS INC,Equity,0.29,32.99,"714,780.00","23,580,592.20","23,580,592.20",Cuidado de la Salud,B93PNR2,US7370101088,NASDAQ
INSM,INSMED INC,Equity,0.29,28.03,"834,240.00","23,383,747.20","23,383,747.20",Cuidado de la Salud,2614487,US4576693075,NASDAQ
RETA,REATA PHARMACEUTICALS INC CLASS A,Equity,0.28,87.97,"259,034.00","22,787,220.98","22,787,220.98",Cuidado de la Salud,BYY9FX8,US75615P1030,NASDAQ
PTCT,PTC THERAPEUTICS INC,Equity,0.28,36.90,"616,766.00","22,758,665.40","22,758,665.40",Cuidado de la Salud,B17VCN9,US69366J2006,NASDAQ
MYOK,MYOKARDIA INC,Equity,0.28,52.10,"433,808.00","22,601,396.80","22,601,396.80",Cuidado de la Salud,BYNZF59,US62857M1053,NASDAQ
RGNX,REGENXBIO INC,Equity,0.28,57.50,"391,848.00","22,531,260.00","22,531,260.00",Cuidado de la Salud,BZ0G875,US75901B1070,NASDAQ
MEDP,MEDPACE HOLDINGS INC,Equity,0.27,57.66,"383,973.00","22,139,883.18","22,139,883.18",Cuidado de la Salud,BDCBC61,US58506Q1094,NASDAQ
IRWD,IRONWOOD PHARMA INC CLASS A,Equity,0.27,13.29,"1,663,833.00","22,112,340.57","22,112,340.57",Cuidado de la Salud,B3MZ6K5,US46333X1081,NASDAQ
AERI,AERIE PHARMACEUTICALS INC,Equity,0.27,44.78,"489,034.00","21,898,942.52","21,898,942.52",Cuidado de la Salud,BFRTDG1,US00771V1089,NASDAQ
DNLI,DENALI THERAPEUTICS INC,Equity,0.26,21.10,"1,021,656.00","21,556,941.60","21,556,941.60",Cuidado de la Salud,BD2B4V0,US24823R1059,NASDAQ
MDCO,MEDICINES,Equity,0.26,27.07,"794,650.00","21,511,175.50","21,511,175.50",Cuidado de la Salud,2616773,US5846881051,NASDAQ
ANAB,ANAPTYSBIO INC,Equity,0.25,70.17,"290,352.00","20,373,999.84","20,373,999.84",Cuidado de la Salud,BDRW1L7,US0327241065,NASDAQ
ENTA,ENANTA PHARMACEUTICALS INC,Equity,0.25,96.30,"209,168.00","20,142,878.40","20,142,878.40",Cuidado de la Salud,B9L5200,US29251M1062,NASDAQ
ENDP,ENDO INTERNATIONAL PLC,Equity,0.24,8.21,"2,414,381.00","19,822,068.01","19,822,068.01",Cuidado de la Salud,BJ3V905,IE00BJ3V9050,NASDAQ
CRSP,CRISPR THERAPEUTICS AG,Equity,0.24,34.83,"562,482.00","19,591,248.06","19,591,248.06",Cuidado de la Salud,BDHF4K6,CH0334081137,NASDAQ
SUPN,SUPERNUS PHARMACEUTICALS INC,Equity,0.24,34.21,"562,247.00","19,234,469.87","19,234,469.87",Cuidado de la Salud,B72ZBG4,US8684591089,NASDAQ
XNCR,XENCOR INC,Equity,0.23,31.54,"605,655.00","19,102,358.70","19,102,358.70",Cuidado de la Salud,BGCYWN8,US98401F1057,NASDAQ
ATRA,ATARA BIOTHERAPEUTICS INC,Equity,0.23,37.83,"496,653.00","18,788,382.99","18,788,382.99",Cuidado de la Salud,BP4WT09,US0465131078,NASDAQ
ARWR,ARROWHEAD PHARMACEUTICALS INC,Equity,0.23,18.42,"1,013,623.00","18,670,935.66","18,670,935.66",Cuidado de la Salud,BYQBFJ8,US04280A1007,NASDAQ
ALLK,ALLAKOS INC,Equity,0.22,39.16,"453,100.00","17,743,396.00","17,743,396.00",Cuidado de la Salud,BDD19P8,US01671P1003,NASDAQ
PCRX,PACIRA PHARMACEUTICALS INC,Equity,0.21,38.49,"443,608.00","17,074,471.92","17,074,471.92",Cuidado de la Salud,B3X26D8,US6951271005,NASDAQ
BOLD,AUDENTES THERAPEUTICS INC,Equity,0.21,36.62,"459,302.00","16,819,639.24","16,819,639.24",Cuidado de la Salud,BD0CZD4,US05070R1041,NASDAQ
OPK,OPKO HEALTH INC,Equity,0.20,2.57,"6,308,604.00","16,213,112.28","16,213,112.28",Cuidado de la Salud,2115902,US68375N1037,NASDAQ
PBYI,PUMA BIOTECHNOLOGY INC,Equity,0.20,39.36,"410,297.00","16,149,289.92","16,149,289.92",Cuidado de la Salud,B7F2TY6,US74587V1070,NASDAQ
INVA,INNOVIVA INC,Equity,0.19,14.05,"1,088,002.00","15,286,428.10","15,286,428.10",Cuidado de la Salud,BDDXF67,US45781M1018,NASDAQ
AIMT,AIMMUNE THERAPEUTICS INC,Equity,0.19,22.62,"669,075.00","15,134,476.50","15,134,476.50",Cuidado de la Salud,BYVDTK8,US00900T1079,NASDAQ
RUBY,RUBIUS THERAPEUTICS INC,Equity,0.18,17.56,"850,437.00","14,933,673.72","14,933,673.72",Cuidado de la Salud,BDD1B07,US78116T1034,NASDAQ
MNTA,MOMENTA PHARMACEUTICALS INC,Equity,0.18,13.56,"1,059,878.00","14,371,945.68","14,371,945.68",Cuidado de la Salud,B018VB0,US60877T1007,NASDAQ
WVE,WAVE LIFE SCIENCES LTD,Equity,0.17,39.63,"360,186.00","14,274,171.18","14,274,171.18",Cuidado de la Salud,BYZG9R0,SG9999014716,NASDAQ
TBPH,THERAVANCE BIOPHARMA INC,Equity,0.17,22.96,"597,992.00","13,729,896.32","13,729,896.32",Cuidado de la Salud,BMNDK09,KYG8807B1068,NASDAQ
CLVS,CLOVIS ONCOLOGY INC,Equity,0.16,23.55,"568,817.00","13,395,640.35","13,395,640.35",Cuidado de la Salud,B6RS2B3,US1894641000,NASDAQ
TXMD,THERAPEUTICSMD INC,Equity,0.16,4.93,"2,594,708.00","12,791,910.44","12,791,910.44",Cuidado de la Salud,B6WXT12,US88338N1072,NASDAQ
IOVA,IOVANCE BIOTHERAPEUTICS INC,Equity,0.16,9.55,"1,327,900.00","12,681,445.00","12,681,445.00",Cuidado de la Salud,BF0DMK7,US4622601007,NASDAQ
SPPI,SPECTRUM PHARMACEUTICALS INC,Equity,0.15,10.23,"1,194,834.00","12,223,151.82","12,223,151.82",Cuidado de la Salud,2982924,US84763A1088,NASDAQ
ESPR,ESPERION THERAPEUTICS INC,Equity,0.15,42.13,"288,614.00","12,159,307.82","12,159,307.82",Cuidado de la Salud,BBNBTD2,US29664W1053,NASDAQ
EDIT,EDITAS MEDICINE INC,Equity,0.15,23.19,"514,386.00","11,928,611.34","11,928,611.34",Cuidado de la Salud,BZ8FPH3,US28106W1036,NASDAQ
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Equity,0.14,7.27,"1,624,216.00","11,808,050.32","11,808,050.32",Cuidado de la Salud,B4N8MH9,US69404D1081,NASDAQ
APLS,APELLIS PHARMACEUTICALS INC,Equity,0.14,19.39,"605,520.00","11,741,032.80","11,741,032.80",Cuidado de la Salud,BYTQ6X1,US03753U1060,NASDAQ
RYTM,RHYTHM PHARMACEUTICALS INC,Equity,0.14,31.66,"370,228.00","11,721,418.48","11,721,418.48",Cuidado de la Salud,BF2YWG4,US76243J1051,NASDAQ
FATE,FATE THERAPEUTICS INC,Equity,0.14,16.81,"694,170.00","11,668,997.70","11,668,997.70",Cuidado de la Salud,BCZS820,US31189P1021,NASDAQ
ALDR,ALDER BIOPHARMACEUTICALS INC,Equity,0.14,13.44,"858,711.00","11,541,075.84","11,541,075.84",Cuidado de la Salud,BLZHCS4,US0143391052,NASDAQ
LMNX,LUMINEX CORP,Equity,0.14,23.47,"480,675.00","11,281,442.25","11,281,442.25",Cuidado de la Salud,2572109,US55027E1029,NASDAQ
VCYT,VERACYTE INC,Equity,0.14,25.11,"442,305.00","11,106,278.55","11,106,278.55",Cuidado de la Salud,BFTWZY0,US92337F1075,NASDAQ
TCDA,TRICIDA INC,Equity,0.13,24.24,"453,030.00","10,981,447.20","10,981,447.20",Cuidado de la Salud,BYZMG55,US89610F1012,NASDAQ
AKBA,AKEBIA THERAPEUTICS INC,Equity,0.13,8.73,"1,251,597.00","10,926,441.81","10,926,441.81",Cuidado de la Salud,BKKMP44,US00972D1054,NASDAQ
FIXX,HOMOLOGY MEDICINES INC,Equity,0.13,27.04,"403,410.00","10,908,206.40","10,908,206.40",Cuidado de la Salud,BFMMJ23,US4380831077,NASDAQ
RARX,RA PHARMACEUTICALS INC,Equity,0.13,23.34,"452,336.00","10,557,522.24","10,557,522.24",Cuidado de la Salud,BD3WM85,US74933V1089,NASDAQ
CHRS,COHERUS BIOSCIENCES INC,Equity,0.13,14.10,"745,177.00","10,506,995.70","10,506,995.70",Cuidado de la Salud,BRK0149,US19249H1032,NASDAQ
HCM,HUTCHISON CHINA MEDITECH ADR REPRE,Equity,0.13,28.70,"364,242.00","10,453,745.40","10,453,745.40",Cuidado de la Salud,BYXV9H7,US44842L1035,NASDAQ
MGNX,MACROGENICS INC,Equity,0.13,19.94,"523,464.00","10,437,872.16","10,437,872.16",Cuidado de la Salud,BFDV8K0,US5560991094,NASDAQ
SGMO,SANGAMO THERAPEUTICS INC,Equity,0.13,9.40,"1,098,435.00","10,325,289.00","10,325,289.00",Cuidado de la Salud,2573083,US8006771062,NASDAQ
VNDA,VANDA PHARMACEUTICALS INC,Equity,0.13,18.16,"566,379.00","10,285,442.64","10,285,442.64",Cuidado de la Salud,B12W3P6,US9216591084,NASDAQ
RTRX,RETROPHIN INC,Equity,0.13,22.94,"445,570.00","10,221,375.80","10,221,375.80",Cuidado de la Salud,B95XCC2,US7612991064,NASDAQ
AMPH,AMPHASTAR PHARMACEUTICALS INC,Equity,0.12,20.54,"495,980.00","10,187,429.20","10,187,429.20",Cuidado de la Salud,BNFWZS4,US03209R1032,NASDAQ
EPZM,EPIZYME INC,Equity,0.12,11.85,"852,182.00","10,098,356.70","10,098,356.70",Cuidado de la Salud,B9Z1QZ7,US29428V1044,NASDAQ
DCPH,DECIPHERA PHARMACEUTICALS INC,Equity,0.12,24.51,"405,210.00","9,931,697.10","9,931,697.10",Cuidado de la Salud,BZ1LFB2,US24344T1016,NASDAQ
GLPG,GALAPAGOS ADR REPRESENTING NV,Equity,0.12,97.31,"96,907.00","9,430,020.17","9,430,020.17",Cuidado de la Salud,B292NQ7,US36315X1019,NASDAQ
RDUS,RADIUS HEALTH INC,Equity,0.11,19.03,"492,222.00","9,366,984.66","9,366,984.66",Cuidado de la Salud,BM68KK1,US7504692077,NASDAQ
BCRX,BIOCRYST PHARMACEUTICALS INC,Equity,0.11,7.84,"1,179,649.00","9,248,448.16","9,248,448.16",Cuidado de la Salud,2100362,US09058V1035,NASDAQ
DRNA,DICERNA PHARMACEUTICALS INC,Equity,0.11,13.67,"674,945.00","9,226,498.15","9,226,498.15",Cuidado de la Salud,BJ62Z07,US2530311081,NASDAQ
ATNX,ATHENEX INC,Equity,0.11,12.80,"719,718.00","9,212,390.40","9,212,390.40",Cuidado de la Salud,BF04FC3,US04685N1037,NASDAQ
OMER,OMEROS CORP,Equity,0.11,17.27,"527,294.00","9,106,367.38","9,106,367.38",Cuidado de la Salud,B4NB858,US6821431029,NASDAQ
CERS,CERUS CORP,Equity,0.11,6.14,"1,473,502.00","9,047,302.28","9,047,302.28",Cuidado de la Salud,2222471,US1570851014,NASDAQ
EIDX,EIDOS THERAPEUTICS INC,Equity,0.11,22.31,"395,367.00","8,820,637.77","8,820,637.77",Cuidado de la Salud,BFMLFW2,US28249H1041,NASDAQ
ANIP,ANI PHARMACEUTICALS INC,Equity,0.11,68.01,"127,507.00","8,671,751.07","8,671,751.07",Cuidado de la Salud,BCDWBX6,US00182C1036,NASDAQ
RCKT,ROCKET PHARMACEUTICALS INC,Equity,0.10,17.63,"466,810.00","8,229,860.30","8,229,860.30",Cuidado de la Salud,BDFKQ07,US77313F1066,NASDAQ
NTLA,INTELLIA THERAPEUTICS INC,Equity,0.10,16.77,"486,610.00","8,160,449.70","8,160,449.70",Cuidado de la Salud,BYZM6C2,US45826J1051,NASDAQ
CARA,CARA THERAPEUTICS INC,Equity,0.10,18.99,"424,422.00","8,059,773.78","8,059,773.78",Cuidado de la Salud,BJ4YJ92,US1407551092,NASDAQ
CBAY,CYMABAY THERAPEUTICS INC,Equity,0.10,12.50,"639,847.00","7,998,087.50","7,998,087.50",Cuidado de la Salud,BJ3WDH3,US23257D1037,NASDAQ
URGN,UROGEN PHARMA LTD,Equity,0.10,35.99,"220,314.00","7,929,100.86","7,929,100.86",Cuidado de la Salud,BZ7PJQ1,IL0011407140,NASDAQ
NSTG,NANOSTRING TECHNOLOGIES INC,Equity,0.10,23.72,"331,720.00","7,868,398.40","7,868,398.40",Cuidado de la Salud,BBL59X6,US63009R1095,NASDAQ
XON,INTREXON CORP,Equity,0.10,5.30,"1,476,382.00","7,824,824.60","7,824,824.60",Cuidado de la Salud,BCRYC02,US46122T1025,NASDAQ
RVNC,REVANCE THERAPEUTICS INC,Equity,0.09,15.64,"473,714.00","7,408,886.96","7,408,886.96",Cuidado de la Salud,BJFSR99,US7613301099,NASDAQ
EGRX,EAGLE PHARMACEUTICALS INC,Equity,0.09,49.14,"149,802.00","7,361,270.28","7,361,270.28",Cuidado de la Salud,BJH7VB4,US2697961082,NASDAQ
ITCI,INTRA CELLULAR THERAPIES INC,Equity,0.09,11.94,"592,998.00","7,080,396.12","7,080,396.12",Cuidado de la Salud,BHCB0P4,US46116X1019,NASDAQ
PETQ,PETIQ INC CLASS A,Equity,0.09,30.40,"229,268.00","6,969,747.20","6,969,747.20",Cuidado de la Salud,BDH65C8,US71639T1060,NASDAQ
ACOR,ACORDA THERAPEUTICS INC,Equity,0.08,13.29,"512,491.00","6,811,005.39","6,811,005.39",Cuidado de la Salud,2925844,US00484M1062,NASDAQ
VYGR,VOYAGER THERAPEUTICS INC,Equity,0.08,19.29,"350,933.00","6,769,497.57","6,769,497.57",Cuidado de la Salud,BY7RB53,US92915B1061,NASDAQ
CCXI,CHEMOCENTRYX INC,Equity,0.08,12.15,"543,609.00","6,604,849.35","6,604,849.35",Cuidado de la Salud,B6ZL968,US16383L1061,NASDAQ
KURA,KURA ONCOLOGY INC,Equity,0.08,16.05,"409,234.00","6,568,205.70","6,568,205.70",Cuidado de la Salud,BYZD465,US50127T1097,NASDAQ
PRQR,PROQR THERAPEUTICS NV,Equity,0.08,15.03,"416,538.00","6,260,566.14","6,260,566.14",Cuidado de la Salud,BQRX1W2,NL0010872495,NASDAQ
GLYC,GLYCOMIMETICS INC,Equity,0.08,13.44,"464,108.00","6,237,611.52","6,237,611.52",Cuidado de la Salud,BG3G1D6,US38000Q1022,NASDAQ
MGTA,MAGENTA THERAPEUTICS INC,Equity,0.08,17.52,"355,327.00","6,225,329.04","6,225,329.04",Cuidado de la Salud,BFMLGF2,US55910K1088,NASDAQ
DERM,DERMIRA INC,Equity,0.08,13.63,"455,424.00","6,207,429.12","6,207,429.12",Cuidado de la Salud,BQZJ3G0,US24983L1044,NASDAQ
ZLAB,ZAI LABORATORY ADR REPRESENTING LT,Equity,0.08,27.71,"223,623.00","6,196,593.33","6,196,593.33",Cuidado de la Salud,BD9GVY0,US98887Q1040,NASDAQ
LXRX,LEXICON PHARMACEUTICALS INC,Equity,0.08,5.41,"1,139,672.00","6,165,625.52","6,165,625.52",Cuidado de la Salud,BWFZX59,US5288723027,NASDAQ
AUPH,AURINIA PHARMACEUTICALS INC,Equity,0.07,6.60,"918,001.00","6,058,806.60","6,058,806.60",Cuidado de la Salud,BFWLC09,CA05156V1022,NASDAQ
EOLS,EVOLUS INC,Equity,0.07,20.50,"293,451.00","6,015,745.50","6,015,745.50",Cuidado de la Salud,BDRJH21,US30052C1071,NASDAQ
ARQL,ARQULE INC,Equity,0.07,5.08,"1,172,670.00","5,957,163.60","5,957,163.60",Cuidado de la Salud,2053994,US04269E1073,NASDAQ
GTHX,G1 THERAPEUTICS INC,Equity,0.07,14.59,"402,486.00","5,872,270.74","5,872,270.74",Cuidado de la Salud,BF0QXG9,US3621LQ1099,NASDAQ
PDLI,PDL BIOPHARMA INC,Equity,0.07,3.70,"1,570,554.00","5,811,049.80","5,811,049.80",Cuidado de la Salud,2706704,US69329Y1047,NASDAQ
QTRX,QUANTERIX CORP,Equity,0.07,23.99,"238,821.00","5,729,315.79","5,729,315.79",Cuidado de la Salud,BD1KGN4,US74766Q1013,NASDAQ
CRNX,CRINETICS PHARMACEUTICALS INC,Equity,0.07,22.12,"258,626.00","5,720,807.12","5,720,807.12",Cuidado de la Salud,BDD19F8,US22663K1079,NASDAQ
COLL,COLLEGIUM PHARMACEUTICAL INC,Equity,0.07,15.64,"358,332.00","5,604,312.48","5,604,312.48",Cuidado de la Salud,BX7RSN3,US19459J1043,NASDAQ
FTSV,FORTY SEVEN INC,Equity,0.07,15.90,"334,235.00","5,314,336.50","5,314,336.50",Cuidado de la Salud,BG88WP6,US34983P1049,NASDAQ
PRTA,PROTHENA PLC,Equity,0.06,12.09,"428,907.00","5,185,485.63","5,185,485.63",Cuidado de la Salud,B91XRN2,IE00B91XRN20,NASDAQ
