26-mar-2019,,,,,,,,,,,
iShares U.S. Industrials ETF,,,,,,,,,,,
Inception Date,12 jun 2000,,,,,,,,,,
Fund Holdings as of,26 mar 2019,,,,,,,,,,
Total Net Assets,"USD 872.299.284,77",,,,,,,,,,
Number of Securities,"218,00",,,,,,,,,,
Share,"5.850.000,00",,,,,,,,,,
,,,,,,,,,,,
Ticker,Nombre,Clase de activo,Peso (%),Precio,Acciones,Valor de mercado,Valor nominal,Sector,SEDOL,ISIN,Intercambio
WSO,WATSCO INC,Equity,0.13,139.71,"8,205.00","1,146,320.55","1,146,320.55",Industriales,2943039,US9426222009,New York Stock Exchange Inc.
AGCO,AGCO CORP,Equity,0.13,67.90,"16,404.00","1,113,831.60","1,113,831.60",Industriales,2010278,US0010841023,New York Stock Exchange Inc.
LSTR,LANDSTAR SYSTEM INC,Equity,0.13,106.65,"10,241.00","1,092,202.65","1,092,202.65",Industriales,2503994,US5150981018,NASDAQ
CR,CRANE,Equity,0.12,83.12,"12,966.00","1,077,733.92","1,077,733.92",Industriales,2231897,US2243991054,New York Stock Exchange Inc.
NVT,NVENT ELECTRIC PLC,Equity,0.12,26.12,"41,229.00","1,076,901.48","1,076,901.48",Industriales,BDVJJQ5,IE00BDVJJQ56,New York Stock Exchange Inc.
KEX,KIRBY CORP,Equity,0.12,76.16,"13,865.00","1,055,958.40","1,055,958.40",Industriales,2493534,US4972661064,New York Stock Exchange Inc.
DLB,DOLBY LABORATORIES INC CLASS A,Equity,0.12,63.20,"16,564.00","1,046,844.80","1,046,844.80",Tecnología de la Información,B04NJM9,US25659T1079,New York Stock Exchange Inc.
EME,EMCOR GROUP INC,Equity,0.12,72.55,"14,287.00","1,036,521.85","1,036,521.85",Industriales,2474164,US29084Q1004,New York Stock Exchange Inc.
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Equity,0.12,32.06,"31,895.00","1,022,553.70","1,022,553.70",Industriales,BF0LKD0,US4990491049,New York Stock Exchange Inc.
HEI,HEICO CORP,Equity,0.11,93.55,"10,569.00","988,729.95","988,729.95",Industriales,2419217,US4228061093,New York Stock Exchange Inc.
JBL,JABIL INC,Equity,0.11,26.66,"36,067.00","961,546.22","961,546.22",Tecnología de la Información,2471789,US4663131039,New York Stock Exchange Inc.
AWI,ARMSTRONG WORLD INDUSTRIES INC,Equity,0.11,75.37,"12,752.00","961,118.24","961,118.24",Industriales,B1FT462,US04247X1028,New York Stock Exchange Inc.
GPK,GRAPHIC PACKAGING HOLDING,Equity,0.11,12.51,"76,460.00","956,514.60","956,514.60",Materiales,B2Q8249,US3886891015,New York Stock Exchange Inc.
BCO,BRINKS,Equity,0.11,74.77,"12,772.00","954,962.44","954,962.44",Industriales,2691305,US1096961040,New York Stock Exchange Inc.
USG,USG CORP,Equity,0.11,43.20,"21,986.00","949,795.20","949,795.20",Industriales,2910602,US9032934054,New York Stock Exchange Inc.
CLH,CLEAN HARBORS INC,Equity,0.11,72.04,"13,076.00","941,995.04","941,995.04",Industriales,2202473,US1844961078,New York Stock Exchange Inc.
TREX,TREX INC,Equity,0.11,62.53,"15,021.00","939,263.13","939,263.13",Industriales,2483074,US89531P1057,New York Stock Exchange Inc.
MSM,MSC INDUSTRIAL INC CLASS A,Equity,0.11,80.53,"11,523.00","927,947.19","927,947.19",Industriales,2567655,US5535301064,New York Stock Exchange Inc.
MSA,MSA SAFETY INC,Equity,0.11,101.78,"9,021.00","918,157.38","918,157.38",Industriales,BKM4S16,US5534981064,New York Stock Exchange Inc.
AL,AIR LEASE CORP CLASS A,Equity,0.10,33.45,"26,546.00","887,963.70","887,963.70",Industriales,B3XS562,US00912X3026,New York Stock Exchange Inc.
GDI,GARDNER DENVER HOLDINGS INC,Equity,0.10,27.33,"32,448.00","886,803.84","886,803.84",Industriales,BZ4DG90,US36555P1075,New York Stock Exchange Inc.
RBC,REGAL BELOIT CORP,Equity,0.10,79.75,"10,942.00","872,624.50","872,624.50",Industriales,2730082,US7587501039,New York Stock Exchange Inc.
COHR,COHERENT INC,Equity,0.10,136.56,"6,261.00","855,002.16","855,002.16",Tecnología de la Información,2208374,US1924791031,NASDAQ
ASGN,ASGN INC,Equity,0.10,62.35,"13,546.00","844,593.10","844,593.10",Industriales,BFY8W20,US00191U1025,New York Stock Exchange Inc.
EXP,EAGLE MATERIALS INC,Equity,0.10,71.67,"11,758.00","842,695.86","842,695.86",Materiales,2191399,US26969P1084,New York Stock Exchange Inc.
LPX,LOUISIANA PACIFIC CORP,Equity,0.10,23.93,"34,832.00","833,529.76","833,529.76",Materiales,2535243,US5463471053,New York Stock Exchange Inc.
TTEK,TETRA TECH INC,Equity,0.09,58.74,"14,093.00","827,822.82","827,822.82",Industriales,2883890,US88162G1031,NASDAQ
AAXN,AXON ENTERPRISE INC,Equity,0.09,53.36,"15,136.00","807,656.96","807,656.96",Industriales,BDT5S35,US05464C1018,NASDAQ
GNRC,GENERAC HOLDINGS INC,Equity,0.09,50.44,"15,967.00","805,375.48","805,375.48",Industriales,B6197Q2,US3687361044,New York Stock Exchange Inc.
R,RYDER SYSTEM INC,Equity,0.09,58.67,"13,665.00","801,725.55","801,725.55",Industriales,2760669,US7835491082,New York Stock Exchange Inc.
MIC,MACQUARIE INFRASTRUCTURE CORP,Equity,0.09,40.24,"19,880.00","799,971.20","799,971.20",Industriales,B1Z4VB1,US55608B1052,New York Stock Exchange Inc.
OI,OWENS ILLINOIS INC,Equity,0.09,19.20,"39,522.00","758,822.40","758,822.40",Materiales,2662862,US6907684038,New York Stock Exchange Inc.
CLGX,CORELOGIC INC,Equity,0.09,36.45,"20,640.00","752,328.00","752,328.00",Tecnología de la Información,B5541Y2,US21871D1037,New York Stock Exchange Inc.
KMT,KENNAMETAL INC,Equity,0.08,35.02,"21,156.00","740,883.12","740,883.12",Industriales,2488121,US4891701009,New York Stock Exchange Inc.
TKR,TIMKEN,Equity,0.08,42.45,"17,435.00","740,115.75","740,115.75",Industriales,2892807,US8873891043,New York Stock Exchange Inc.
TRN,TRINITY INDUSTRIES INC,Equity,0.08,21.46,"34,306.00","736,206.76","736,206.76",Industriales,2904627,US8965221091,New York Stock Exchange Inc.
FCN,FTI CONSULTING INC,Equity,0.08,75.76,"9,695.00","734,493.20","734,493.20",Industriales,2351449,US3029411093,New York Stock Exchange Inc.
MTZ,MASTEC INC,Equity,0.08,46.17,"15,844.00","731,517.48","731,517.48",Industriales,2155306,US5763231090,New York Stock Exchange Inc.
VMI,VALMONT INDS INC,Equity,0.08,129.87,"5,633.00","731,557.71","731,557.71",Industriales,2926825,US9202531011,New York Stock Exchange Inc.
MOGA,MOOG INC CLASS A,Equity,0.08,86.38,"8,348.00","721,100.24","721,100.24",Industriales,2601218,US6153942023,New York Stock Exchange Inc.
UNVR,UNIVAR INC,Equity,0.08,20.95,"33,914.00","710,498.30","710,498.30",Industriales,BZ07PN3,US91336L1070,New York Stock Exchange Inc.
ENS,ENERSYS,Equity,0.08,63.74,"11,074.00","705,856.76","705,856.76",Industriales,B020GQ5,US29275Y1029,New York Stock Exchange Inc.
GATX,GATX CORP,Equity,0.08,74.32,"9,417.00","699,871.44","699,871.44",Industriales,2362128,US3614481030,New York Stock Exchange Inc.
CFX,COLFAX CORP,Equity,0.08,28.40,"24,278.00","689,495.20","689,495.20",Industriales,B2RB4W9,US1940141062,New York Stock Exchange Inc.
KBR,KBR INC,Equity,0.08,18.58,"36,278.00","674,045.24","674,045.24",Industriales,B1HHB18,US48242W1062,New York Stock Exchange Inc.
HI,HILLENBRAND INC,Equity,0.08,41.20,"16,089.00","662,866.80","662,866.80",Industriales,B2QGDP1,US4315711089,New York Stock Exchange Inc.
TNET,TRINET GROUP INCINARY,Equity,0.08,59.40,"11,125.00","660,825.00","660,825.00",Industriales,2693914,US8962881079,New York Stock Exchange Inc.
KFY,KORN FERRY,Equity,0.08,44.87,"14,601.00","655,146.87","655,146.87",Industriales,2386849,US5006432000,New York Stock Exchange Inc.
CNDT,CONDUENT INC,Equity,0.08,13.96,"46,924.00","655,059.04","655,059.04",Tecnología de la Información,BYWLRV8,US2067871036,New York Stock Exchange Inc.
VSH,VISHAY INTERTECHNOLOGY INC,Equity,0.07,18.89,"34,016.00","642,562.24","642,562.24",Tecnología de la Información,2930149,US9282981086,New York Stock Exchange Inc.
B,BARNES GROUP INC,Equity,0.07,51.88,"12,169.00","631,327.72","631,327.72",Industriales,2080732,US0678061096,New York Stock Exchange Inc.
HCSG,HEALTHCARE SERVICES INC,Equity,0.07,32.84,"18,986.00","623,500.24","623,500.24",Industriales,2417619,US4219061086,NASDAQ
WCC,WESCO INTERNATIONAL INC,Equity,0.07,51.70,"12,011.00","620,968.70","620,968.70",Industriales,2416973,US95082P1057,New York Stock Exchange Inc.
REZI,RESIDEO TECHNOLOGIES INC,Equity,0.07,19.50,"31,711.00","618,364.50","618,364.50",Industriales,BFD1TJ6,US76118Y1047,New York Stock Exchange Inc.
SITE,SITEONE LANDSCAPE SUPPLY INC,Equity,0.07,56.86,"10,440.00","593,618.40","593,618.40",Industriales,BYQ7X81,US82982L1035,New York Stock Exchange Inc.
SLGN,SILGAN HOLDINGS INC,Equity,0.07,29.37,"19,814.00","581,937.18","581,937.18",Materiales,2809324,US8270481091,NASDAQ
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,Equity,0.06,57.37,"9,878.00","566,700.86","566,700.86",Industriales,2086309,US03820C1053,New York Stock Exchange Inc.
NAV,NAVISTAR INTERNATIONAL CORP,Equity,0.06,32.37,"16,836.00","544,981.32","544,981.32",Industriales,2624464,US63934E1082,New York Stock Exchange Inc.
BDC,BELDEN INC,Equity,0.06,53.67,"10,135.00","543,945.45","543,945.45",Tecnología de la Información,B01WL78,US0774541066,New York Stock Exchange Inc.
WBT,WELBILT INC,Equity,0.06,16.01,"33,556.00","537,231.56","537,231.56",Industriales,BYP5773,US9490901041,New York Stock Exchange Inc.
CVA,COVANTA HOLDING CORP,Equity,0.06,17.63,"30,008.00","529,041.04","529,041.04",Industriales,2255778,US22282E1029,New York Stock Exchange Inc.
TEX,TEREX CORP,Equity,0.06,31.74,"15,939.00","505,903.86","505,903.86",Industriales,2884224,US8807791038,New York Stock Exchange Inc.
DLX,DELUXE CORP,Equity,0.05,41.49,"11,237.00","466,223.13","466,223.13",Industriales,2260363,US2480191012,New York Stock Exchange Inc.
MLI,MUELLER INDUSTRIES INC,Equity,0.05,31.04,"14,452.00","448,590.08","448,590.08",Industriales,2609717,US6247561029,New York Stock Exchange Inc.
SUM,SUMMIT MATERIALS INC CLASS A,Equity,0.05,15.26,"28,797.00","439,442.22","439,442.22",Materiales,BW9JPS4,US86614U1007,New York Stock Exchange Inc.
AXE,ANIXTER INTERNATIONAL INC,Equity,0.05,54.97,"7,409.00","407,272.73","407,272.73",Tecnología de la Información,2468844,US0352901054,New York Stock Exchange Inc.
ITRI,ITRON INC,Equity,0.05,46.73,"8,586.00","401,223.78","401,223.78",Tecnología de la Información,2471949,US4657411066,NASDAQ
ATU,ACTUANT CORP CLASS A,Equity,0.04,23.66,"15,794.00","373,686.04","373,686.04",Industriales,2716792,US00508X2036,New York Stock Exchange Inc.
DY,DYCOM INDUSTRIES INC,Equity,0.04,46.09,"8,089.00","372,822.01","372,822.01",Industriales,2289841,US2674751019,New York Stock Exchange Inc.
MRC,MRC GLOBAL INC,Equity,0.04,17.25,"21,572.00","372,117.00","372,117.00",Industriales,B7M66F1,US55345K1034,New York Stock Exchange Inc.
ACA,ARCOSA INC,Equity,0.04,29.25,"12,598.00","368,491.50","368,491.50",Industriales,BGPZ5W8,US0396531008,New York Stock Exchange Inc.
EAF,GRAFTECH INTERNATIONAL LTD,Equity,0.02,13.03,"15,264.00","198,889.92","198,889.92",Industriales,BFZP4T1,US3843135084,New York Stock Exchange Inc.
ADT,ADT INC,Equity,0.02,6.25,"30,266.00","189,162.50","189,162.50",Industriales,BFWCP81,US00090Q1031,New York Stock Exchange Inc.
GTES,GATES INDUSTRIAL PLC,Equity,0.02,14.40,"11,595.00","166,968.00","166,968.00",Industriales,BD9G2S1,GB00BD9G2S12,New York Stock Exchange Inc.
MAXR,MAXAR TECHNOLOGIES INC,Equity,0.01,4.14,"15,180.00","62,845.20","62,845.20",Industriales,BF2KYF5,US57778K1051,New York Stock Exchange Inc.
USD,USD CASH,Cash,-0.36,100.00,"-3,168,985.00","-3,168,984.99","-3,168,984.99",Efectivo y Derivados,--,--,--
